source_class	lexeme_id	root	root_class	feature_id	feature_name	features	surface	normalized_key	oracle_root	oracle_lemma	oracle_udfeats
regular	regular:ሙጭር:B	ሙጭር	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሞጭር	ሞጭር	ሙጭር	ሞጨረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ሙጭር:B	ሙጭር	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሟጭር	ሟጭር	ሙጭር	ሟጨረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ምርእ:A	ምርእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	መራ	መራ	ምርእ	መራ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ምርእ:A	ምርእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይመራል	ይመራል	ምርእ	መራ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ምርእ:A	ምርእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ምራ	ምራ	ምርእ	መራ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ምስል:A	ምስል	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	መሰለ	መሰለ	ምስል	መሰለ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ምስል:A	ምስል	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይመስላል	ይመስላል	ምስል	መሰለ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ምስል:A	ምስል	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ምሰል	ምሰል	ምስል	መሰለ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ምትእ:A	ምትእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	መታ	መታ	ምትእ	መታ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ምትእ:A	ምትእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይመታል	ይመታል	ምትእ	መታ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ምትእ:A	ምትእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ምታ	ምታ	ምትእ	መታ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ምውቅ:A	ምውቅ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሞቀ	ሞቀ	ምውቅ	ሞቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ምውቅ:A	ምውቅ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሞቃል	ይሞቃል	ምውቅ	ሞቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ምውቅ:A	ምውቅ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሙቅ	ሙቅ	ምውቅ	ሞቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ምውት:A	ምውት	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሞተ	ሞተ	ምውት	ሞተ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ምውት:A	ምውት	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሞታል	ይሞታል	ምውት	ሞተ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ምውት:A	ምውት	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሙት	ሙት	ምውት	ሞተ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርስእ:A	ርስእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረሳ	ረሳ	ርስእ	ረሳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርስእ:A	ርስእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረሳል	ይረሳል	ርስእ	ረሳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርስእ:A	ርስእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርሳ	ርሳ	ርስእ	ረሳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርትእ:A	ርትእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረታ	ረታ	ርትእ	ረታ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርትእ:A	ርትእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረታል	ይረታል	ርትእ	ረታ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርትእ:A	ርትእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርታ	ርታ	ርትእ	ረታ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርውጥ:A	ርውጥ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሮጠ	ሮጠ	ርውጥ	ሮጠ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርውጥ:A	ርውጥ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሮጣል	ይሮጣል	ርውጥ	ሮጠ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርውጥ:A	ርውጥ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሩጥ	ሩጥ	ርውጥ	ሮጠ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርድእ:A	ርድእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረዳ	ረዳ	ርድእ	ረዳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርድእ:A	ርድእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረዳል	ይረዳል	ርድእ	ረዳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርድእ:A	ርድእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርዳ	ርዳ	ርድእ	ረዳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርግም:A	ርግም	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረገመ	ረገመ	ርግም	ረገመ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግም:A	ርግም	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረግማል	ይረግማል	ርግም	ረገመ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግም:A	ርግም	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርገም	ርገም	ርግም	ረገመ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርግጥ:A	ርግጥ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረገጠ	ረገጠ	ርግጥ	ረገጠ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግጥ:A	ርግጥ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረግጣል	ይረግጣል	ርግጥ	ረገጠ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግጥ:A	ርግጥ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርገጥ	ርገጥ	ርግጥ	ረገጠ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርግፍ:A	ርግፍ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረገፈ	ረገፈ	ርግፍ	ረገፈ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግፍ:A	ርግፍ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረግፋል	ይረግፋል	ርግፍ	ረገፈ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርግፍ:A	ርግፍ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርገፍ	ርገፍ	ርግፍ	ረገፈ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ርጭይ:A	ርጭይ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረጨ	ረጨ	ርጭይ	ረጨ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርጭይ:A	ርጭይ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረጫል	ይረጫል	ርጭይ	ረጨ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርጭይ:A	ርጭይ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርጭ	ርጭ	ርጭይ	ረጨ	Gender=Fem|Mood=Imp|Number=Sing|Person=2
regular	regular:ርፍድ:A	ርፍድ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ረፈደ	ረፈደ	ርፍድ	ረፈደ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ርፍድ:A	ርፍድ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይረፍዳል	ይረፍዳል	ርፍድ	ረፈደ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ርፍድ:A	ርፍድ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ርፈድ	ርፈድ	ርፍድ	ረፈደ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስልችይ:E	ስልችይ	E	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰለቸ	ሰለቸ	ስልችይ	ሰለቸ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስልችይ:E	ስልችይ	E	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰለቻል	ይሰለቻል	ስልችይ	ሰለቸ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስልችይ:E	ስልችይ	E	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሰልች	ሰልች	ስልችይ	ሰለቸ	Gender=Fem|Mood=Imp|Number=Sing|Person=2
regular	regular:ስርር:A	ስርር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰረረ	ሰረረ	ስርር	ሰረረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርር:A	ስርር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰራል	ይሰራል	ስርር	ሰረረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርር:A	ስርር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስረር	ስረር	ስርር	ሰረረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስርቅ:A	ስርቅ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰረቀ	ሰረቀ	ስርቅ	ሰረቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርቅ:A	ስርቅ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰርቃል	ይሰርቃል	ስርቅ	ሰረቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርቅ:A	ስርቅ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስረቅ	ስረቅ	ስርቅ	ሰረቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስርእ:A	ስርእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰራ	ሰራ	ስርእ	ሰራ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርእ:A	ስርእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰራል	ይሰራል	ስርእ	ሰራ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስርእ:A	ስርእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስራ	ስራ	ስርእ	ሰራ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስቅቅ:B	ስቅቅ	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰቀቀ	ሰቀቀ	ስቅቅ	ሰቀቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስቅቅ:B	ስቅቅ	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰቅቃል	ይሰቅቃል	ስቅቅ	ሰቀቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስቅቅ:B	ስቅቅ	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሰቅቅ	ሰቅቅ	ስቅቅ	ሰቀቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስንብት:E	ስንብት	E	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰነበተ	ሰነበተ	ስንብት	ሰነበተ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስንብት:E	ስንብት	E	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰነብታል	ይሰነብታል	ስንብት	ሰነበተ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስንብት:E	ስንብት	E	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ሰንብት	ሰንብት	ስንብት	ሰነበተ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስድብ:A	ስድብ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰደበ	ሰደበ	ስድብ	ሰደበ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስድብ:A	ስድብ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰድባል	ይሰድባል	ስድብ	ሰደበ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስድብ:A	ስድብ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስደብ	ስደብ	ስድብ	ሰደበ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስፍር:A	ስፍር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰፈረ	ሰፈረ	ስፍር	ሰፈረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስፍር:A	ስፍር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰፍራል	ይሰፍራል	ስፍር	ሰፈረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስፍር:A	ስፍር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስፈር	ስፈር	ስፍር	ሰፈረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ስፍእ:A	ስፍእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ሰፋ	ሰፋ	ስፍእ	ሰፋ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ስፍእ:A	ስፍእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይሰፋል	ይሰፋል	ስፍእ	ሰፋ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ስፍእ:A	ስፍእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ስፋ	ስፋ	ስፍእ	ሰፋ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቁርጥ:A	ቁርጥ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቆረጠ	ቆረጠ	ቁርጥ	ቆረጠ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቁርጥ:A	ቁርጥ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቆርጣል	ይቆርጣል	ቁርጥ	ቆረጠ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቁርጥ:A	ቁርጥ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቁረጥ	ቁረጥ	ቁርጥ	ቆረጠ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቁፍር:B	ቁፍር	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቆፈረ	ቆፈረ	ቁፍር	ቆፈረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቁፍር:B	ቁፍር	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቆፍራል	ይቆፍራል	ቁፍር	ቆፈረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቁፍር:B	ቁፍር	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቆፍር	ቆፍር	ቁፍር	ቆፈረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅብር:A	ቅብር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀበረ	ቀበረ	ቅብር	ቀበረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅብር:A	ቅብር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀብራል	ይቀብራል	ቅብር	ቀበረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅብር:A	ቅብር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቅበር	ቅበር	ቅብር	ቀበረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅብእ:B	ቅብእ	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀባ	ቀባ	ቅብእ	ቀባ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅብእ:B	ቅብእ	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀባል	ይቀባል	ቅብእ	ቀባ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅብእ:B	ቅብእ	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቀባ	ቀባ	ቅብእ	ቀባ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅንዝር:E	ቅንዝር	E	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀነዘረ	ቀነዘረ	ቅንዝር	ቀነዘረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅንዝር:E	ቅንዝር	E	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀነዝራል	ይቀነዝራል	ቅንዝር	ቀነዘረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅንዝር:E	ቅንዝር	E	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቀንዝር	ቀንዝር	ቅንዝር	ቀነዘረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅውም:A	ቅውም	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቆመ	ቆመ	ቅውም	ቆመ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅውም:A	ቅውም	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቆማል	ይቆማል	ቅውም	ቆመ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
